,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Base Race,Unk2-0,Graphics Data Skin Index,Graphics Data Hair,Graphics Data Complection X,Graphics Data Complection Y,Graphics Data Complection Z,Unk8-0,Stats Health,Stats Mana,Stats Absorbtion,Tuning Actions,Tuning Move,Attack Range,Stats To Hit,Stats Parry,Tuning Weapon Weight,Attack Weapon Type Id,Stats Danage Nub,Stats Damage Max,Skills General,Skills Steal,Skills Tame,Skills Peripheral,Senses Sight,Senses Infra,Senses SenseLife,Senses Hearing,Senses Smell,Senses Tracking,Detections Sight,Detections Infra,Detections SenseLife,Detections Hearing,Detections Smell,Detections Tracking,Common loot Probability,Common loot Mask,Common loot Min,Common loot Max,Rare loot Probability,Rare loot Mask,Rare loot Min,Rare loot Max,Items,Skills Elemental,Skills Senses,Skills Astral,Spells,Equipment Wears,Equipment Weapon №1,Graphics Data Info Window Scale,Graphics Data Altitude,Tuning To hit Random,Graphics Data Dialog Camera Distance,Graphics Data Dialog Camera,Graphics Data Dialog Camera Height,Attack Real Weapon Type Id,Graphics Data Detonation,Base Level,Equipment Weapon №2,Stats Exp
,ZombieMaleF10,Zombie Male,0,0,-1,0.1,0.1,0.7,,120,26,17,51,1,0,85,72,1,8,18,16,50,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,zombie00,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,10,,60
,ZombieMaleF12,Zombie Male,0,0,-1,0.5,1,0.7,,160,31,21,51,1,0,101,85,1,8,22,19,60,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,zombie00_2,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,12,,140
,ZombieMaleF14,Zombie Male,0,0,-1,1,0.5,0.9,,210,38,25,51,1,0,117,98,1,8,27,22,70,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,zombie00_3,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,14,,300
,ZombieMaleF16,Zombie Male,0,0,-1,0.5,1,1,,280,46,30,51,1,0,133,112,1,8,32,28,80,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,19661,78643,10,0,0,0,zombie00_4,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,16,,700
,BansheeTutor,Banshee,0,0,2,0.5,0.5,0.5,,31,12,8,70,1,0,21,18,1,8,8,8,10,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,bansheerobe00,0,0,0,,,,1,0.2,40,0,0.7,0.7,10,0,2,,5
,BoarTutor,Boar,0,0,2,0.5,0.5,0.2,,20,10,7,81,1,0,5,5,1,8,7,6,0,99,0,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.thin [1],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,0,,3
,GoblinTutor,Goblin,0,0,2,0.5,0.5,0.2,,20,10,7,55,1,0,5,5,1,3,7,6,0,99,99,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,0,1,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,0,,3
,OgreTutor,Ogre,0,0,2,0.5,0.5,0.1,,80,19,13,55,1,0,61,52,1,8,14,11,35,0,35,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,,,2,0,40,0,0.7,0.7,12,0.2,7,,20
,OgreTutorStealer,Ogre,0,0,2,0.5,0.5,0.1,,80,19,13,55,1,0,61,52,1,8,14,11,35,0,35,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,,,2,0,40,0,0.7,0.7,12,0.2,7,,20
,WolfTutorWOLoot,Wolf,0,0,2,0.5,0.5,0.4,,20,10,7,68,1,0,5,5,1,8,7,6,0,99,99,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,graywolfskin,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,0,,3
,ToadTutor,Toad,0,0,2,0.5,0.5,0,,10,20,7,70,1,8,5,5,1,16,7,6,0,99,0,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,toadlegs00,0,0,0,acid_ray {ee5},,,1,0,40,0,0.7,0.7,16,0,0,,3
,WolfTutor,Wolf,0,0,2,0.5,0.5,0.4,,20,10,7,68,1,0,5,5,1,8,7,6,0,99,99,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,graywolfskin,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,0,,3
,Human Gipath Brigand F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Shirt F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand shirt.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Pants A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand pants.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Boots F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand boots.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Gloves A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand gloves.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Plate F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand plate.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Leggins A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand leggins.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Helm F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat brigand helm.tiger hide,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HShirt A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest shirt.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HPants F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest pants.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HBoots F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest boots.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HGloves A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest gloves.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HPlate F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest plate.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HLeggins F1,Human Male,0,4,2,0.8,0.3,1,heroes\BrigandF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest leggins.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand gloves.tiger hide,gipat brigand leggins.tiger hide",stone spear.rock,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand HHelm A1,Human Female,0,0,3,0.3,0.13,0.8,heroes\BrigandA1,25,11,7,50,1,8,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,gipat highest helm.thick,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide",bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Deputy F1,Human Male,0,5,1,0.4,0.4,0.8,heroes\DeputyF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat brigand pants.tiger hide,gipat brigand leggins.tiger hide,gipat brigand gloves.tiger hide",stone hammer.silicon,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Brigand Effect F3,Human Male,0,4,2,0.8,0.5,0.9,heroes\BrigandF3,40,13,9,50,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,rune.e2,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand leggins.tiger hide,gipat brigand plate.tiger hide",stone battle hammer.granite,1,0,40,0,0.7,0.7,9,0,3,,6
,Human Gipath Warlord F2,Human Male,0,7,2,1,0.9,0.7,heroes\WarlordF2,31,12,8,50,1,0,21,18,1,8,8,8,10,10,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,5,10,0,0,0,,0,0,0,,"gipat high shirt.thin,gipat high pants.thick,gipat brigand leggins.tiger hide",stone sword.silicon,1,0,40,0,0.7,0.7,9,0,2,,5
,Human Gipath Brigand F3,Human Male,0,4,2,0.8,0.5,0.9,heroes\BrigandF3,40,13,9,50,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand leggins.tiger hide,gipat brigand plate.tiger hide",stone battle hammer.granite,1,0,40,0,0.7,0.7,9,0,3,,6
,Human Gipath Brigand A3,Human Female,0,0,3,0.5,0.3,0.85,heroes\BrigandA3,40,13,9,50,1,8,29,25,1,8,9,8,15,15,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,,0,0,0,,"gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat brigand gloves.tiger hide,gipat brigand plate.tiger hide",bone short bow.burned bones,1,0,40,0,0.7,0.7,9,0,3,,6
,Human Gipath NPC Wife M3,Human Female,0,0,3,0.4,1,0.6,heroes\WifeM3,27,32,10,50,1,0,45,38,1,8,11,10,25,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,rune.e1,25,25,25,lightning {e2},"gipat brigand shirt.tiger hide,gipat brigand pants.tiger hide,gipat brigand boots.tiger hide,gipat highest gloves.tanned thin,gipat medium leggins.tanned thin",stone dagger.silicon,1,0,40,0,0.7,0.7,9,0,5,,10
,Human Gipath Brigand Leader F4,Human Male,0,7,2,0.9,0.6,0.9,heroes\LeaderF4,50,15,10,50,1,0,37,32,1,8,10,9,20,20,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,5,19,10,0,0,0,stone battle hammer.silicon,0,0,0,,"gipat brigand shirt.tiger hide,gipat brigand gloves.tiger hide,gipat highest helm.thick,gipat highest leggins.thick",stone battle hammer.silicon,1,0,40,0,0.7,0.7,9,0,4,,8
,Human Gipath NPC Warlord F5,Human Male,0,2,2,0.85,0.6,1,heroes\WarlordF5,80,19,13,50,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,stone battle axe.silicon,0,0,0,,"gipat highest pants.thick,gipat highest gloves.thick,gipat special highest helm.thick,gipat special highest plate.thick,gipat special highest leggins.thick",stone battle axe.silicon,1,0,40,0,1,1,9,0,7,,20
,Human Gipath NPC Boss F5,Human Male,0,4,2,0.8,0.7,1,heroes\BossF5,80,19,12,50,1,0,61,52,1,8,14,11,35,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"gipat high shirt.thick,gipat high pants.thick,gipat brigand helm.tiger hide,gipat brigand plate.tiger hide,gipat brigand leggins.tiger hide",stone battle axe.malachite,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Gipath Expeditor F12,Human Male,0,8,-1,0.5,0.5,0.5,heroes\ExpeditorF12,160,31,21,50,1,0,101,85,1,8,22,19,60,60,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,,0,0,0,,"hadagan high plate.steel,hadagan high leggins.steel,hadagan high helm.steel",saber.steel,1,0,40,0,0.7,0.7,9,0,12,,140
,Human Gipath NPC Expeditor F15,Human Male,0,8,-1,0.7,0.5,0.7,heroes\ExpeditorF15,250,42,28,50,1,0,125,105,1,8,29,25,75,75,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,"hadagan highest plate.mithrill,hadagan highest leggins.mithrill",battle axe.mithrill,1,0,40,0,0.7,0.7,9,0,15,,500
,Human Kania NPC Manager F1,Human Male,0,7,0,0.3,0.9,0.5,heroes\ManagerF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,mace.iron,0,0,0,,"kania medium plate.cotton,kania medium leggins.cotton",mace.iron,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Kania Citizen F1,Human Male,0,19,0,0.2,0.5,0.7,heroes\CitizenF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"kania low shirt.wool,kania low pants.wool,kania low gloves.wool,kania low boots.wool",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Kania Citizen F7,Human Male,0,19,0,0.7,0.7,0.75,heroes\CitizenF7,80,19,13,50,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"kania low helm.thin,kania low leggins.thin,kania brigand gloves.thick,kania low plate.thin",dagger.bronze,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Kania Detective F7,Human Male,0,19,0,0.7,0.7,0.75,heroes\CitizenF7,80,19,13,50,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"kania low helm.thin,kania low leggins.thin,kania brigand gloves.thick,kania low plate.thin",dagger.bronze,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Kania Citizen A7,Human Female,0,2,2,0.45,0.5,0.6,heroes\CitizenA7,80,19,13,50,1,8,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"kania low helm.thick,kania low leggins.thick,kania low plate.thin",short bow.bronze,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Kania Citizen F8,Human Male,0,19,0,0.9,0.9,0.85,heroes\CitizenF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania low helm.thick,kania low leggins.tanned thin,kania low gloves.silk red,kania low plate.thick",long sword.iron,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Citizen A8,Human Female,0,5,2,0.7,0.6,0.75,heroes\CitizenA8,90,21,14,50,1,8,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania low helm.tanned thin,kania low leggins.tanned thin,kania low plate.tanned thin",short bow.iron,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police F8,Human Male metal armor,0,19,0,0.4,0.8,0.75,heroes\PoliceF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania highest shirt.iron,kania high leggins.iron,kania high2 gloves.bronze,kania high2 boots.bronze",long sword.steel,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police A8,Human Female metal armor,0,15,2,0.26,0.13,0.65,heroes\PoliceA8,90,21,14,50,1,8,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania highest shirt.bronze,kania highest pants.bronze,kania highest gloves.steel,kania highest boots.steel",long bow.bronze,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police Karansul F8,Human Male metal armor,0,19,0,0.4,0.8,0.75,heroes\PoliceF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania high2 shirt.steel,kania highest pants.steel,kania highest gloves.steel,kania highest boots.steel",long sword.steel,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police Karansul A8,Human Female metal armor,0,15,2,0.26,0.13,0.65,heroes\PoliceA8,90,21,14,50,1,8,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania high2 shirt.iron,kania highest pants.iron,kania highest gloves.steel,kania highest boots.steel",long bow.iron,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Woodcutter F8,Human Male,0,19,0,0.5,0.5,0.6,heroes\WoodcutterF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania brigand pants.thick,kania brigand gloves.thick,kania brigand boots.thick,kania low plate.thin",axe.bronze,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Goldminer F7,Human Male,0,19,0,0,0.5,0.5,heroes\GoldminerF7,80,19,13,50,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"kania low plate.thick,kania low leggins.thick",hammer.steel,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Kania Hunter F7,Human Male,0,19,0,0.7,0.3,0.88,heroes\HunterF7,80,19,13,50,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"kania high shirt.troll green,kania high pants.troll black,kania high gloves.troll black,kania high boots.troll black",spear.iron,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Kania Huntress F7,Human Female,0,15,2,0.35,0.25,0.65,heroes\HuntressF7,80,19,13,50,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,,0,0,0,,"kania high shirt.troll green,kania high pants.troll green,kania high gloves.troll green,kania high boots.troll green",spear.bronze,1,0,40,0,0.7,0.7,9,0,7,,20
,Human Kania Miner F8,Human Male,0,19,0,0.65,0.5,0.5,heroes\MinerF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania low plate.tanned thin,kania medium leggins.wool",hammer.bronze,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PoliceF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania high2 gloves.steel,kania high leggins.steel,kania high helm.steel,kania highest shirt.steel",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police A10,Human Female metal armor,0,15,2,0.1,0.2,0.5,heroes\PoliceA10,120,26,17,50,1,8,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania highest boots.steel,kania highest gloves.steel,kania highest pants.iron,kania highest shirt.iron,kania high helm.iron",long bow.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police Karansul F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PoliceF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania high plate.steel,kania high leggins.steel,kania high helm.steel",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police Karansul A10,Human Female metal armor,0,15,2,0.1,0.2,0.5,heroes\PoliceA10,120,26,17,50,1,8,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania high plate.iron,kania high leggins.iron,kania high helm.iron",long bow.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police Plate F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PoliceF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,kania highest2 plate.iron,0,0,0,,"kania high2 gloves.steel,kania high leggins.steel,kania high helm.steel,kania highest shirt.steel",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police Leggins A10,Human Female metal armor,0,15,2,0.1,0.2,0.5,heroes\PoliceA10,120,26,17,50,1,8,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,kania highest2 leggins.iron,0,0,0,,"kania highest boots.steel,kania highest gloves.steel,kania highest pants.iron,kania highest shirt.iron,kania high helm.iron",long bow.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police Helm F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PoliceF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,kania highest2 helm.iron,0,0,0,,"kania high2 gloves.steel,kania high leggins.steel,kania high helm.steel,kania highest shirt.steel",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police KShirt F8,Human Male metal armor,0,19,0,0.4,0.8,0.75,heroes\PoliceF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,kania high2 shirt.iron,0,0,0,,"kania high2 shirt.steel,kania highest pants.steel,kania highest gloves.steel,kania highest boots.steel",long sword.steel,1,0,40,0,0.7,0.7,9,0,8,,28
